classe_processual,orgao_julgador,ano_ajuizamento,n
Cumprimento de Sentença contra a Fazenda Pública,19ª Vara Federal do Rio de Janeiro,2021,73
Cumprimento de Sentença contra a Fazenda Pública,19ª Vara Federal do Rio de Janeiro,2022,39
Cumprimento de Sentença contra a Fazenda Pública,19ª Vara Federal do Rio de Janeiro,2023,31
Cumprimento de Sentença contra a Fazenda Pública,19ª Vara Federal do Rio de Janeiro,2024,32
Cumprimento de Sentença contra a Fazenda Pública,19ª Vara Federal do Rio de Janeiro,2025,33
Cumprimento de Sentença contra a Fazenda Pública,1ª Turma Recursal - Juiz Relator 3 - ES,2023,1
Cumprimento de Sentença contra a Fazenda Pública,1ª Turma Recursal - Juiz Relator 3 - RJ,2021,1
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Campos,2015,23
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Campos,2016,58
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Campos,2017,105
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Campos,2018,92
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Campos,2019,126
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Campos,2020,141
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Campos,2021,277
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Campos,2022,667
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Campos,2023,984
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Campos,2024,517
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Campos,2025,105
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Duque de Caxias,2015,17
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Duque de Caxias,2016,56
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Duque de Caxias,2017,45
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Duque de Caxias,2018,49
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Duque de Caxias,2019,84
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Duque de Caxias,2020,81
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Duque de Caxias,2021,163
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Duque de Caxias,2022,231
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Duque de Caxias,2023,232
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Duque de Caxias,2024,209
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Duque de Caxias,2025,120
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Itaboraí,2015,20
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Itaboraí,2016,29
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Itaboraí,2017,38
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Itaboraí,2018,92
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Itaboraí,2019,365
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Itaboraí,2020,540
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Itaboraí,2021,765
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Itaboraí,2022,811
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Itaboraí,2023,783
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Itaboraí,2024,910
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Itaboraí,2025,943
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Niterói,2015,17
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Niterói,2016,34
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Niterói,2017,22
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Niterói,2018,31
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Niterói,2019,59
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Niterói,2020,38
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Niterói,2021,32
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Niterói,2022,37
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Niterói,2023,17
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Niterói,2024,107
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Niterói,2025,645
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Nova Iguaçu,2015,22
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Nova Iguaçu,2016,53
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Nova Iguaçu,2017,41
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Nova Iguaçu,2018,45
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Nova Iguaçu,2019,68
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Nova Iguaçu,2020,151
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Nova Iguaçu,2021,198
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Nova Iguaçu,2022,254
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Nova Iguaçu,2023,861
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Nova Iguaçu,2024,875
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Nova Iguaçu,2025,810
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Petrópolis,2015,12
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Petrópolis,2016,21
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Petrópolis,2017,23
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Petrópolis,2018,30
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Petrópolis,2019,40
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Petrópolis,2020,63
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Petrópolis,2021,86
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Petrópolis,2022,107
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Petrópolis,2023,143
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Petrópolis,2024,145
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Petrópolis,2025,147
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Serra,2015,66
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Serra,2016,46
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Serra,2017,51
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Serra,2018,91
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Serra,2019,199
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Serra,2020,240
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Serra,2021,221
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Serra,2022,199
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Serra,2023,148
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Serra,2024,201
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Serra,2025,96
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de São Pedro da Aldeia,2015,25
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de São Pedro da Aldeia,2016,66
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de São Pedro da Aldeia,2017,115
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de São Pedro da Aldeia,2018,146
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de São Pedro da Aldeia,2019,167
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de São Pedro da Aldeia,2020,299
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de São Pedro da Aldeia,2021,328
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de São Pedro da Aldeia,2022,352
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de São Pedro da Aldeia,2023,650
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de São Pedro da Aldeia,2024,530
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de São Pedro da Aldeia,2025,142
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Vitória,2015,53
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Vitória,2016,97
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Vitória,2017,201
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Vitória,2018,252
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Vitória,2019,242
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Vitória,2020,354
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Vitória,2021,361
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Vitória,2022,276
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Vitória,2023,144
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Vitória,2024,72
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Vitória,2025,35
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Volta Redonda,2015,17
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Volta Redonda,2016,25
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Volta Redonda,2017,34
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Volta Redonda,2018,57
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Volta Redonda,2019,132
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Volta Redonda,2020,68
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Volta Redonda,2021,107
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Volta Redonda,2022,139
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Volta Redonda,2023,151
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Volta Redonda,2024,166
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal de Volta Redonda,2025,89
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal do Rio de Janeiro,2015,32
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal do Rio de Janeiro,2016,22
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal do Rio de Janeiro,2017,9
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal do Rio de Janeiro,2018,41
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal do Rio de Janeiro,2019,39
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal do Rio de Janeiro,2020,24
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal do Rio de Janeiro,2021,28
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal do Rio de Janeiro,2022,89
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal do Rio de Janeiro,2023,18
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal do Rio de Janeiro,2024,19
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara Federal do Rio de Janeiro,2025,51
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São Gonçalo,2015,1
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São Gonçalo,2017,3
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São Gonçalo,2018,1
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São Gonçalo,2019,4
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São Gonçalo,2020,2
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São Gonçalo,2021,4
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São Gonçalo,2022,5
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São Gonçalo,2023,1
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São Gonçalo,2024,56
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São Gonçalo,2025,29
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São João de Meriti,2015,18
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São João de Meriti,2016,23
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São João de Meriti,2017,35
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São João de Meriti,2018,17
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São João de Meriti,2019,36
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São João de Meriti,2020,36
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São João de Meriti,2021,49
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São João de Meriti,2022,39
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São João de Meriti,2023,159
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São João de Meriti,2024,191
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal de São João de Meriti,2025,306
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal do Rio de Janeiro,2015,7
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal do Rio de Janeiro,2016,7
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal do Rio de Janeiro,2017,13
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal do Rio de Janeiro,2018,1
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal do Rio de Janeiro,2019,4
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal do Rio de Janeiro,2020,4
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal do Rio de Janeiro,2021,5
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal do Rio de Janeiro,2022,10
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal do Rio de Janeiro,2023,9
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal do Rio de Janeiro,2024,170
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara de Execução Fiscal do Rio de Janeiro,2025,584
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara federal de cachoeiro de itapemirim,2015,17
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara federal de cachoeiro de itapemirim,2016,27
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara federal de cachoeiro de itapemirim,2017,41
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara federal de cachoeiro de itapemirim,2018,56
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara federal de cachoeiro de itapemirim,2019,107
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara federal de cachoeiro de itapemirim,2020,117
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara federal de cachoeiro de itapemirim,2021,134
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara federal de cachoeiro de itapemirim,2022,112
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara federal de cachoeiro de itapemirim,2023,165
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara federal de cachoeiro de itapemirim,2024,112
Cumprimento de Sentença contra a Fazenda Pública,1ª Vara federal de cachoeiro de itapemirim,2025,17
Cumprimento de Sentença contra a Fazenda Pública,1º Juizado Especial Federal de Vitória,2015,34
Cumprimento de Sentença contra a Fazenda Pública,1º Juizado Especial Federal de Vitória,2016,64
Cumprimento de Sentença contra a Fazenda Pública,1º Juizado Especial Federal de Vitória,2017,124
Cumprimento de Sentença contra a Fazenda Pública,1º Juizado Especial Federal de Vitória,2018,306
Cumprimento de Sentença contra a Fazenda Pública,1º Juizado Especial Federal de Vitória,2019,1133
Cumprimento de Sentença contra a Fazenda Pública,1º Juizado Especial Federal de Vitória,2020,2176
